,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
better,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bidding,0.0,0.0,0.0,0.18636158269992922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
big,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bigsurprises,0.0,0.48100649626139574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleeding,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
book,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,0.3440182000799394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
box,0.0,0.0,0.0,0.06805431574633915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099122049311464,0.0,0.0,0.20543147727430472,0.0
boy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.1516586693410415,0.0,0.0,0.0,0.0,0.0,0.0
breakthrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4343997183349618,0.0,0.0,0.0,0.0,0.0
brighter,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brightly,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
burlap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27143821501340354,0.0,0.0,0.0,0.0
burned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzzing,0.0,0.0,0.2064109200479636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabinet,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
called,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
canadian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
captivates,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catch,0.0,0.0,0.0,0.0,0.0,0.1320792965812181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5068660203279463,0.0,0.0
catfood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause,0.0,0.0,0.0,0.15496898240572052,0.0,0.0,0.0,0.0,0.0,0.0,0.15729901561559687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
changed,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
changling,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charity,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checking,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
children,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3781720321808026
childrenofproteus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2695239331534374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chimp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chronic_compass,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910116142090679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
city,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
class,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
closer,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.1397181022931106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12734107613937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clowns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12734107613937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
color,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colored,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
come,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22571445980034757,0.0,0.0,0.0,0.0
coming,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communicating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
company,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.1397181022931106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
connected,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conspiracies,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conundrums,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095436151076107,0.0,0.0
copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
corner,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couch,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
covered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crashed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1516586693410415,0.0,0.0,0.18186823003930327,0.0,0.0,0.0
created,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creeps,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creepy,0.0,0.0,0.0,0.0,0.3701336018127636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
croaking,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowding,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cthulhumythos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
cultivating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095436151076107,0.0,0.0
curiosandconundrums,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
current,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cursedcrate,0.0,0.0,0.035458196024041495,0.04802104604632256,0.0,0.0,0.0,0.032812834020215106,0.0,0.0,0.09748613115548153,0.0,0.0,0.06994331574699172,0.0,0.0,0.14495824873654864,0.07812409205536318
cursedimage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812792607005487,0.0
damage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812792607005487,0.0
darkness,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
days,0.0,0.0,0.1376072800319757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dead,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decembermail,0.5153049275652087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
decorating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2695239331534374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deliveries,0.0,0.0,0.0,0.0,0.0,0.0,0.16802127929707258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
details,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
did,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.36122510515535694,0.0,0.0,0.0,0.0,0.0
didn,0.0,0.0,0.05721366992388824,0.15496898240572052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
die,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
died,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dig,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
dining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
doesn,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
doll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910116142090679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
donation,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drains,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dream,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dreaming,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dresses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drew,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
droves,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
earlier,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edition,0.0,0.0,0.0,0.0,0.3701336018127636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emmettkelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ephemera,0.0,0.0,0.0,0.0,0.0,0.0,0.33604255859414517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
era,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
escaped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eventually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6943026098157093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expecting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faint,0.0,0.0,0.05721366992388824,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairy,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairyrealm,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12734107613937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
